1334.0,2915.0,ft1
1334.0,2832.0,ft2
1355.0,2740.0,ft3
1352.0,2658.0,ft4
1555.0,2544.0,dx1
1556.0,2461.0,dx2
1555.0,2380.0,dx3
1563.0,2288.0,dx4
1557.0,2214.0,dx5
1274.0,2544.0,dx6
1275.0,2463.0,dx7
1278.0,2382.0,dx8
1291.0,2290.0,dx9
1290.0,2209.0,dx10
2471.0,1652.0,yinx1
2473.0,1544.0,yinx2
2275.0,1839.0,yinx3
2273.0,1733.0,yinx4
2273.0,1629.0,yinx5
2275.0,1524.0,yinx6
2092.0,1841.0,bx1
2091.0,1757.0,bx2
2093.0,1663.0,bx3
2097.0,1580.0,bx4
2098.0,1501.0,bx5
1860.0,1918.0,bx6
1884.0,1836.0,bx7
1880.0,1754.0,bx8
1886.0,1663.0,bx9
1890.0,1577.0,bx10
1892.0,1503.0,bx11
1750.0,1652.0,ly1
1749.0,1572.0,ly2
1751.0,1492.0,ly3
1613.0,1749.0,ly4
1615.0,1672.0,ly5
1618.0,1571.0,ly6
1621.0,1490.0,ly7
1689.0,2122.0,gg1
1692.0,2039.0,gg2
1529.0,2122.0,gg3
1530.0,2044.0,gg4
1671.0,1957.0,gg5
1527.0,1947.0,gg6
1531.0,1864.0,gg7
1253.0,2124.0,gg8
1253.0,2049.0,gg9
1304.0,1952.0,gg10
1300.0,1869.0,gg11
1473.0,1756.0,gg12
1301.0,1755.0,gg13
1362.0,1614.0,gg14
1484.0,1531.0,gg15
437.0,2658.0,yux1
508.0,2552.0,yux2
569.0,2437.0,yux3
764.0,2309.0,yux4
656.0,2198.0,yux5
544.0,2283.0,yux6
512.0,2168.0,yux7
541.0,2089.0,yux8
653.0,2017.0,yux9
827.0,3104.0,zs1
860.0,2983.0,zs2
870.0,2846.0,zs3
860.0,2722.0,zs4
4174.0,2005.0,fr1
4224.0,1942.0,fr2
4014.0,1894.0,fr3
4013.0,1813.0,fr4
4149.0,1718.0,fr5
4148.0,1636.0,fr6
3992.0,1718.0,fr7
3992.0,1635.0,fr8
3818.0,1751.0,fr9
3818.0,1670.0,fr10
5017.0,2029.0,ng1
5016.0,1960.0,ng2
5013.0,1891.0,ng3
4867.0,2031.0,ng4
4868.0,1961.0,ng5
4867.0,1890.0,ng6
4701.0,2030.0,ng7
4703.0,1961.0,ng8
4972.0,1748.0,na1
4820.0,1788.0,na2
4820.0,1712.0,na3
4819.0,1635.0,na4
4690.0,1789.0,na5
4694.0,1711.0,na6
4694.0,1635.0,na7
4475.0,1791.0,na8
4474.0,1712.0,na9
4472.0,1633.0,na10
4322.0,1788.0,na11
4324.0,1711.0,na12
4322.0,1631.0,na13
